Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Actual GP,Prop GP,25+,True_Adj_GAA,True_Adj_Sv%,GSAA
Andrei Vasilevskiy,20172018,TBL,L,65.0,64.0,44.0,17.0,0,3,2075,1908,167.0,0.92,2.62,3825.1833333333334,8.0,0.0,2.0,2.0,14.0,63.753055555555555,0.7774762872628727,Y,2.5788467557569708,0.9156682020533854,15.119274903551371
Pekka Rinne,20172018,NSH,L,59.0,59.0,42.0,13.0,0,4,1840,1706,134.0,0.927,2.31,3475.45,8.0,0.0,1.0,1.0,6.0,57.924166666666665,0.7063922764227643,Y,2.27352591896681,0.9226390791700044,27.493718468691355
Frederik Andersen,20172018,TOR,L,66.0,66.0,38.0,21.0,0,5,2211,2029,182.0,0.9179999999999999,2.81,3888.516666666667,5.0,0.0,1.0,1.0,2.0,64.80861111111112,0.79034891598916,Y,2.7659207941884243,0.913678579914488,12.055767138193772
Sergei Bobrovsky,20172018,CBJ,L,65.0,65.0,37.0,22.0,0,6,1993,1835,158.0,0.9209999999999999,2.42,3911.5666666666666,5.0,0.0,3.0,3.0,0.0,65.19277777777778,0.7950338753387534,Y,2.3817865038395296,0.9166646859772698,16.922272232664056
Devan Dubnyk,20172018,MIN,L,60.0,59.0,35.0,16.0,0,7,1769,1624,145.0,0.9179999999999999,2.52,3450.3166666666666,5.0,0.0,3.0,3.0,12.0,57.50527777777778,0.7012838753387534,Y,2.480317828819821,0.9136806070785003,10.26216737560597
Tuukka Rask,20172018,BOS,L,54.0,53.0,34.0,14.0,0,5,1513,1388,125.0,0.917,2.36,3173.0833333333335,3.0,0.0,2.0,2.0,4.0,52.88472222222222,0.6449356368563686,Y,2.322727036998976,0.9126873479048108,7.793476110396739
Braden Holtby,20172018,WSH,L,54.0,54.0,34.0,16.0,0,4,1648,1495,153.0,0.907,2.99,3067.8,0.0,0.0,0.0,0.0,2.0,51.13,0.6235365853658537,Y,2.942887794417887,0.9027331079416047,-8.357799980215589
Jonathan Quick,20172018,LAK,L,64.0,63.0,33.0,28.0,0,3,1867,1720,147.0,0.9209999999999999,2.4,3677.0833333333335,5.0,0.0,4.0,4.0,10.0,61.28472222222222,0.7473746612466124,Y,2.3623463745486126,0.9166678361403782,16.863463250568884
John Gibson,20172018,ANA,L,60.0,60.0,31.0,18.0,0,7,1872,1733,139.0,0.9259999999999999,2.43,3428.483333333333,4.0,0.0,1.0,1.0,16.0,57.14138888888888,0.6968462059620596,Y,2.3916799590829134,0.921641306206985,25.3023048768425
Cam Talbot,20172018,EDM,L,67.0,67.0,31.0,31.0,0,3,2036,1848,188.0,0.9079999999999999,3.02,3730.1,1.0,0.0,1.0,1.0,8.0,62.16833333333333,0.758150406504065,Y,2.9723330362749554,0.9037255049269233,-9.303689781382843
Martin Jones,20172018,SJS,L,60.0,60.0,30.0,22.0,0,6,1699,1554,145.0,0.915,2.55,3415.733333333333,4.0,0.0,0.0,0.0,2.0,56.928888888888885,0.6942547425474255,Y,2.510068453457963,0.9106925296798266,4.118384607775312
Marc-Andre Fleury,20172018,VGK,L,46.0,46.0,29.0,13.0,0,4,1376,1276,100.0,0.927,2.24,2673.4,4.0,0.0,1.0,1.0,6.0,44.556666666666665,0.5433739837398374,Y,2.204578240141481,0.9226399614462263,20.76921555049961
Matt Murray,20172018,PIT,L,49.0,45.0,27.0,16.0,0,3,1423,1290,133.0,0.907,2.92,2732.9666666666667,1.0,0.0,1.0,1.0,2.0,45.54944444444445,0.5554810298102981,Y,2.8741106570372965,0.9027294739399176,-8.105673162528376
Jake Allen,20172018,STL,L,59.0,56.0,27.0,25.0,0,3,1614,1462,152.0,0.9059999999999999,2.75,3316.9666666666667,1.0,0.0,1.0,1.0,0.0,55.28277777777778,0.6741802168021681,Y,2.7068026422039626,0.9017358579120887,-10.341923038876189
Ben Bishop,20172018,DAL,L,53.0,51.0,26.0,17.0,0,5,1437,1317,120.0,0.9159999999999999,2.49,2886.8333333333335,5.0,0.0,1.0,1.0,4.0,48.113888888888894,0.5867547425474255,Y,2.450661408153569,0.9116926932755826,6.123083391037753
Henrik Lundqvist,20172018,NYR,L,63.0,61.0,26.0,26.0,0,7,2036,1862,174.0,0.915,2.98,3502.5333333333333,2.0,0.0,1.0,1.0,0.0,58.37555555555556,0.7118970189701898,Y,2.9331280836405624,0.9106918469254569,4.696310218617157
Keith Kinkaid,20172018,NJD,L,41.0,38.0,26.0,10.0,0,3,1214,1108,106.0,0.9129999999999999,2.77,2297.5666666666666,1.0,0.0,2.0,2.0,2.0,38.29277777777778,0.4669850948509485,Y,2.72655558186101,0.9087021130617253,0.550746859234394
Mike Smith,20172018,CGY,L,55.0,55.0,25.0,22.0,0,6,1686,1545,141.0,0.9159999999999999,2.65,3190.6,3.0,0.0,2.0,2.0,8.0,53.17666666666666,0.6484959349593495,Y,2.6082730467687,0.911691980173478,6.977396379463926
Semyon Varlamov,20172018,COL,L,51.0,47.0,24.0,16.0,0,6,1595,1467,128.0,0.92,2.68,2861.05,2.0,0.0,0.0,0.0,2.0,47.68416666666667,0.5815142276422764,Y,2.6376628807592866,0.9156695466507448,11.990478781284082
Jacob Markstrom,20172018,VAN,L,60.0,57.0,23.0,26.0,0,7,1745,1591,154.0,0.912,2.71,3413.7166666666667,2.0,0.0,3.0,3.0,4.0,56.89527777777778,0.6938448509485095,Y,2.667569109721734,0.9077071821390921,-0.8442724305074023
Brian Elliott,20172018,PHI,L,43.0,42.0,23.0,11.0,0,7,1228,1116,112.0,0.909,2.66,2522.0,1.0,0.0,1.0,1.0,2.0,42.03333333333333,0.5126016260162601,Y,2.617966154793548,0.9047215714662541,-4.220496587199477
Cam Ward,20172018,CAR,L,43.0,42.0,23.0,14.0,0,4,1187,1075,112.0,0.9059999999999999,2.73,2459.3333333333335,2.0,0.0,0.0,0.0,14.0,40.988888888888894,0.4998644986449865,Y,2.6869705086950075,0.9017348133992065,-7.818997922643135
Craig Anderson,20172018,OTT,L,58.0,55.0,23.0,25.0,0,6,1768,1588,180.0,0.898,3.32,3250.5333333333333,2.0,0.0,0.0,0.0,2.0,54.175555555555555,0.6606775067750678,Y,3.2676932144401727,0.8937756304488071,-24.82560094964876
James Reimer,20172018,FLA,L,44.0,42.0,22.0,14.0,0,6,1373,1253,120.0,0.9129999999999999,2.99,2411.4166666666665,4.0,0.0,1.0,1.0,4.0,40.19027777777777,0.4901253387533875,Y,2.9432145430174024,0.9087016174874806,0.505910574735438
Jimmy Howard,20172018,DET,L,60.0,57.0,22.0,27.0,0,9,1770,1610,160.0,0.91,2.85,3367.616666666667,1.0,0.0,1.0,1.0,10.0,56.12694444444445,0.6844749322493225,Y,2.8051722558744565,0.9057157592187117,-4.650064299139302
Antti Raanta,20172018,ARI,L,47.0,46.0,21.0,17.0,0,6,1388,1291,97.0,0.93,2.24,2599.116666666667,3.0,0.0,0.0,0.0,0.0,43.31861111111111,0.5282757452574526,Y,2.2048321971733533,0.9256246217706702,24.822435453556295
Jaroslav Halak,20172018,NYI,L,54.0,49.0,20.0,26.0,0,6,1744,1583,161.0,0.9079999999999999,3.19,3024.05,1.0,0.0,0.0,0.0,4.0,50.40083333333334,0.6146443089430895,Y,3.1396440240942565,0.9037256294354074,-7.932040755762131
Jonathan Bernier,20172018,COL,L,37.0,34.0,19.0,13.0,0,3,1092,997,95.0,0.9129999999999999,2.85,2001.3833333333334,2.0,0.0,1.0,1.0,0.0,33.356388888888894,0.4067852303523036,Y,2.8053039677457168,0.9087039648048174,0.8430111781581218
Roberto Luongo,20172018,FLA,L,35.0,33.0,18.0,11.0,0,2,1143,1062,81.0,0.929,2.47,1965.9666666666667,3.0,0.0,2.0,2.0,0.0,32.76611111111111,0.39958672086720864,Y,2.431075927773991,0.9246294353080975,19.319195766149022
Carter Hutton,20172018,STL,L,32.0,26.0,17.0,7.0,0,3,810,754,56.0,0.9309999999999999,2.09,1609.5333333333333,3.0,0.0,0.0,0.0,2.0,26.825555555555557,0.3271409214092141,Y,2.057272292452923,0.9266184557958891,15.092343456326077
Cory Schneider,20172018,NJD,L,40.0,40.0,17.0,16.0,0,6,1228,1114,114.0,0.907,2.93,2332.25,1.0,0.0,0.0,0.0,0.0,38.87083333333333,0.4740345528455284,Y,2.883810061511214,0.9027331424349471,-6.220496587199477
Corey Crawford,20172018,CHI,L,28.0,27.0,16.0,9.0,0,2,842,782,60.0,0.929,2.27,1583.5,2.0,0.0,0.0,0.0,0.0,26.391666666666666,0.32184959349593495,Y,2.234150858410705,0.9246271505349535,13.900929864477234
Anton Khudobin,20172018,BOS,L,31.0,29.0,16.0,6.0,0,7,876,800,76.0,0.9129999999999999,2.56,1780.7166666666667,1.0,0.0,2.0,2.0,2.0,29.678611111111113,0.36193428184281845,Y,2.519725960820052,0.9087053512979084,0.8850529231378346
Carey Price,20172018,MTL,L,49.0,48.0,16.0,26.0,0,7,1487,1339,148.0,0.9,3.11,2854.616666666667,1.0,0.0,0.0,0.0,0.0,47.57694444444444,0.5802066395663956,Y,3.0610823311313227,0.8957678524698288,-17.48850034622606
Philipp Grubauer,20172018,WSH,L,35.0,28.0,15.0,10.0,0,3,953,880,73.0,0.9229999999999999,2.35,1864.8,3.0,0.0,1.0,1.0,0.0,31.08,0.37902439024390244,Y,2.313125419055427,0.9186592148441926,10.64321396775155
Aaron Dell,20172018,SJS,L,29.0,22.0,15.0,5.0,0,4,775,708,67.0,0.914,2.64,1522.0833333333333,2.0,0.0,1.0,1.0,0.0,25.368055555555554,0.30936653116531165,Y,2.5984511881321333,0.9096966109717617,1.0204520724107624
Kari Lehtonen,20172018,DAL,L,37.0,30.0,15.0,14.0,0,3,946,863,83.0,0.912,2.56,1944.3,1.0,0.0,0.0,0.0,4.0,32.405,0.3951829268292683,Y,2.519697816269193,0.9077101739264996,0.028835690968477934
Robin Lehner,20172018,BUF,L,53.0,50.0,14.0,26.0,0,9,1560,1417,143.0,0.9079999999999999,3.01,2852.016666666667,3.0,0.0,0.0,0.0,2.0,47.533611111111114,0.5796781842818428,Y,2.9627709624717182,0.9037294096877314,-6.0814126026312465
Tristan Jarry,20172018,PIT,L,26.0,23.0,14.0,6.0,0,2,687,624,63.0,0.9079999999999999,2.77,1363.9333333333334,2.0,0.0,2.0,2.0,4.0,22.732222222222223,0.27722222222222226,Y,2.7263940652345138,0.9037291980013695,-2.7031605500049167
Petr Mrazek,20172018,"DET,PHI",L,39.0,33.0,14.0,13.0,0,6,1080,974,106.0,0.902,3.03,2096.7,4.0,0.0,0.0,0.0,0.0,34.945,0.42615853658536584,Y,2.9822111206573014,0.8977548414148164,-11.210208724898564
Malcolm Subban,20172018,VGK,L,22.0,19.0,13.0,4.0,0,2,614,559,55.0,0.91,2.68,1230.1833333333334,0.0,0.0,0.0,0.0,2.0,20.503055555555555,0.25003726287262873,Y,2.6377524325456156,0.9057205230675945,-1.1102482935997386
Thomas Greiss,20172018,NYI,L,27.0,25.0,13.0,8.0,0,2,879,784,95.0,0.892,3.82,1491.75,1.0,0.0,0.0,0.0,0.0,24.8625,0.30320121951219514,Y,3.7599099685510167,0.8878023074838636,-17.851642101097994
Scott Darling,20172018,CAR,L,43.0,40.0,13.0,21.0,0,7,1171,1040,131.0,0.888,3.18,2475.116666666667,0.0,0.0,0.0,0.0,2.0,41.25194444444445,0.5030724932249323,Y,3.1302376658002253,0.8838223343026491,-28.22329112671872
Ryan Miller,20172018,ANA,L,28.0,21.0,12.0,6.0,0,6,739,686,53.0,0.9279999999999999,2.35,1353.2666666666667,4.0,0.0,0.0,0.0,0.0,22.554444444444446,0.2750542005420054,Y,2.313071151732648,0.9236349993653727,11.860792363240705
Darcy Kuemper,20172018,"LAK,ARI",L,29.0,25.0,12.0,7.0,0,5,833,766,67.0,0.92,2.52,1595.8833333333334,4.0,0.0,1.0,1.0,0.0,26.598055555555558,0.32436653116531167,Y,2.4804433752308777,0.915668491484326,6.11101493718472
Curtis McElhinney,20172018,TOR,L,18.0,15.0,11.0,5.0,0,1,528,493,35.0,0.934,2.14,979.1166666666667,3.0,0.0,1.0,1.0,0.0,16.31861111111111,0.19900745257452573,N,2.1061272323367604,0.9296034548600367,11.34167573449404
Juuse Saros,20172018,NSH,L,26.0,23.0,11.0,5.0,0,7,810,749,61.0,0.925,2.45,1496.6666666666667,3.0,0.0,3.0,3.0,0.0,24.944444444444446,0.30420054200542007,Y,2.411719821061531,0.9206456829369317,10.092343456326077
Alex Stalock,20172018,MIN,L,28.0,23.0,10.0,10.0,0,4,787,716,71.0,0.91,2.85,1495.2666666666667,1.0,0.0,0.0,0.0,0.0,24.92111111111111,0.3039159891598916,Y,2.8052562630067595,0.9057168032214008,-1.926328024532566
Anton Forsberg,20172018,CHI,L,35.0,30.0,10.0,16.0,0,4,921,836,85.0,0.9079999999999999,2.97,1714.7833333333333,0.0,0.0,1.0,1.0,0.0,28.579722222222223,0.34853319783197834,Y,2.9231144689449327,0.9037257779220381,-4.165372440399608
Chad Johnson,20172018,BUF,L,36.0,29.0,10.0,16.0,0,3,962,857,105.0,0.8909999999999999,3.55,1773.5333333333333,0.0,0.0,0.0,0.0,0.0,29.558888888888887,0.3604742547425474,Y,3.494093210488153,0.886806604267167,-20.566871104955936
Michal Neuvirth,20172018,PHI,L,22.0,18.0,9.0,7.0,0,3,530,485,45.0,0.915,2.6,1038.7166666666667,1.0,0.0,1.0,1.0,0.0,17.311944444444446,0.21112127371273715,N,2.5591671065954764,0.9106950814258962,1.5172123850034822
David Rittich,20172018,CGY,L,21.0,16.0,8.0,6.0,0,3,512,463,49.0,0.904,2.92,1008.2333333333333,0.0,0.0,0.0,0.0,14.0,16.80388888888889,0.20492547425474253,N,2.8743050579067404,0.8997480193196973,-4.062617469581539
Joonas Korpisalo,20172018,CBJ,L,18.0,17.0,8.0,8.0,0,1,564,506,58.0,0.897,3.32,1048.8166666666666,0.0,0.0,0.0,0.0,0.0,17.480277777777776,0.2131741192411924,N,3.2679171509591147,0.8927801792529423,-8.498664556335918
Antti Niemi,20172018,"PIT,FLA,MTL",L,24.0,20.0,7.0,9.0,0,4,710,647,63.0,0.9109999999999999,3.12,1213.1,1.0,0.0,1.0,1.0,0.0,20.21833333333333,0.24656504065040646,N,3.0711620139720086,0.9067149110539914,-0.6844890691462737
Anders Nilsson,20172018,VAN,L,27.0,24.0,7.0,14.0,0,4,850,766,84.0,0.9009999999999999,3.44,1463.6833333333334,2.0,0.0,1.0,1.0,0.0,24.394722222222224,0.2974966124661247,Y,3.3857656097742552,0.8967614351966595,-9.39692353348498
Louis Domingue,20172018,"ARI,TBL",R,19.0,16.0,7.0,9.0,0,1,578,517,61.0,0.894,3.41,1073.7666666666667,0.0,0.0,0.0,0.0,2.0,17.89611111111111,0.21824525745257453,N,3.356475937972148,0.889796043865185,-10.269908002769782
Casey DeSmith,20172018,PIT,L,14.0,11.0,6.0,4.0,0,1,356,328,28.0,0.9209999999999999,2.4,700.15,1.0,0.0,0.0,0.0,2.0,11.669166666666666,0.1423069105691057,N,2.3623043562278605,0.9166683262613866,3.2455237906815846
Maxime Lagace,20172018,VGK,L,16.0,14.0,6.0,7.0,0,1,430,373,57.0,0.867,3.92,873.5166666666667,0.0,0.0,0.0,0.0,0.0,14.55861111111111,0.1775440379403794,N,3.858626803192246,0.8629229635865874,-19.25962014046887
Steve Mason,20172018,WPG,R,13.0,12.0,5.0,6.0,0,1,392,355,37.0,0.9059999999999999,3.24,684.8833333333333,1.0,0.0,1.0,1.0,0.0,11.414722222222222,0.1392039295392954,N,3.1890054314777814,0.901734625872088,-2.5948165001483687
Mike Condon,20172018,OTT,L,31.0,26.0,5.0,17.0,0,5,898,810,88.0,0.902,3.25,1626.4166666666667,0.0,0.0,2.0,2.0,0.0,27.106944444444444,0.33057249322493226,Y,3.1990980750254554,0.8977557291250584,-9.184043921258251
Scott Wedgewood,20172018,ARI,L,20.0,17.0,5.0,9.0,0,4,587,524,63.0,0.893,3.45,1096.5,1.0,0.0,0.0,0.0,2.0,18.275,0.22286585365853656,N,3.3959083381108544,0.8887961592721683,-11.479993075477275
Alexandar Georgiev,20172018,NYR,L,10.0,9.0,4.0,4.0,0,1,331,304,27.0,0.9179999999999999,3.15,514.7666666666667,0.0,0.0,0.0,0.0,0.0,8.579444444444444,0.10462737127371274,N,3.1006371771935495,0.9136829119237179,2.0513156593134987
Harri Sateri,20172018,FLA,L,9.0,7.0,4.0,4.0,0,0,271,247,24.0,0.9109999999999999,2.92,492.6,0.0,0.0,0.0,0.0,0.0,8.21,0.1001219512195122,N,2.8739436754125554,0.9067159087446539,-0.214783855969916
