Name,Season,Team,GP,GS,Adj. GAA,Adj. Sv%,GSAA,W,L,T,OT,SO,GAA,Sv%,SA,Svs,GA,TOI,G,A,P,PIM
Rick Wamsley,1984-1985,STL,40,39,2.32,0.918,11.0,23,12,5,0,0,3.27,0.885,1093,967,126,2315.18,0,1,1,0
Bob Janecyk,1984-1985,LAK,52,51,2.6,0.91,3.77,23,21,8,0,2,3.66,0.877,1514,1328,186,3052.7,0,2,2,29
Andy Moog,1984-1985,EDM,39,34,2.34,0.929,20.98,22,9,3,0,1,3.3,0.895,1053,942,111,2016.77,0,0,0,8
Greg Stefan,1984-1985,DET,46,45,3.08,0.893,-19.54,21,19,3,0,0,4.34,0.86,1360,1170,190,2628.38,0,2,2,23
Kelly Hrudey,1984-1985,NYI,41,39,2.58,0.919,13.67,19,17,3,0,2,3.63,0.8859999999999999,1234,1093,141,2330.05,0,1,1,17
Mario Gosselin,1984-1985,QUE,35,31,2.35,0.907,-0.33,19,10,3,0,1,3.31,0.8740000000000001,859,751,108,1956.58,0,0,0,2
Pete Peeters,1984-1985,BOS,51,51,2.46,0.902,-7.55,19,26,4,0,1,3.47,0.8690000000000001,1312,1140,172,2970.9,0,0,0,20
Billy Smith,1984-1985,NYI,37,34,2.72,0.912,4.75,18,14,3,0,0,3.83,0.879,1099,966,133,2085.62,0,0,0,25
Greg Millen,1984-1985,"HFD,STL",54,54,2.9,0.89,-26.72,18,29,7,0,1,4.09,0.858,1558,1336,222,3256.23,0,0,0,4
Mike Liut,1984-1985,"STL,HFD",44,43,2.55,0.922,18.22,16,19,7,0,2,3.59,0.888,1382,1227,155,2592.38,0,1,1,6
Doug Keans,1984-1985,BOS,25,24,2.33,0.91,1.85,16,6,3,0,1,3.29,0.877,669,587,82,1496.32,0,0,0,6
Richard Brodeur,1984-1985,VAN,51,49,3.32,0.889,-28.08,16,27,6,0,0,4.68,0.857,1595,1367,228,2921.68,0,1,1,4
Glenn Resch,1984-1985,NJD,51,46,2.96,0.89,-23.39,15,27,5,0,0,4.17,0.858,1409,1209,200,2877.33,0,0,0,6
Glen Hanlon,1984-1985,NYR,44,42,2.97,0.912,5.99,14,20,7,0,0,4.19,0.879,1444,1269,175,2506.45,0,0,0,4
Doug Soetaert,1984-1985,MTL,28,26,2.42,0.885,-13.16,14,9,4,0,0,3.41,0.853,621,530,91,1600.2,0,0,0,4
Tim Bernhardt,1984-1985,TOR,37,36,2.66,0.911,4.13,13,19,4,0,0,3.75,0.878,1118,982,136,2174.78,0,2,2,4
Bob Sauve,1984-1985,BUF,27,25,2.29,0.887,-11.3,13,10,3,0,0,3.23,0.855,580,496,84,1559.27,0,1,1,4
Dan Bouchard,1984-1985,QUE,30,30,2.45,0.912,4.04,12,14,4,0,0,3.45,0.879,854,751,103,1792.28,0,1,1,2
John Vanbiesbrouck,1984-1985,NYR,42,38,2.99,0.912,5.34,12,24,3,0,1,4.21,0.879,1359,1194,165,2353.73,0,5,5,17
Warren Skorodenski,1984-1985,CHI,27,20,2.29,0.937,21.76,11,9,3,0,2,3.23,0.903,772,697,75,1391.13,0,0,0,2
Don Edwards,1984-1985,CGY,34,29,2.9,0.899,-7.58,11,15,2,0,1,4.09,0.866,857,742,115,1687.8,0,0,0,4
Darren Eliot,1984-1985,LAK,32,29,3.14,0.884,-20.32,11,11,6,0,0,4.42,0.852,907,773,134,1819.85,0,0,0,0
Don Beaupre,1984-1985,MNS,31,28,2.62,0.917,8.95,10,17,3,0,1,3.7,0.884,941,832,109,1766.35,0,0,0,4
Gilles Meloche,1984-1985,MNS,32,31,2.7,0.912,3.95,10,13,6,0,0,3.8,0.879,949,834,115,1814.88,0,0,0,2
Denis Herron,1984-1985,PIT,42,39,3.29,0.908,1.09,10,22,3,0,1,4.64,0.875,1357,1188,169,2186.27,0,0,0,4
Steve Weeks,1984-1985,HFD,24,24,2.7,0.906,-1.0,10,12,2,0,2,3.8,0.873,726,634,92,1454.08,0,0,0,0
Roberto Romano,1984-1985,PIT,31,26,3.16,0.912,3.96,9,17,2,0,1,4.45,0.879,989,869,120,1619.08,0,0,0,2
Roland Melanson,1984-1985,"NYI,MNS",28,25,3.08,0.899,-7.34,8,13,3,0,0,4.34,0.866,843,730,113,1562.3,0,0,0,9
Marc Behrend,1984-1985,WIN,24,20,3.19,0.897,-7.27,8,10,3,0,1,4.49,0.8640000000000001,668,577,91,1216.08,0,0,0,0
Frank Caprice,1984-1985,VAN,28,24,3.43,0.882,-19.85,8,14,3,0,0,4.84,0.85,815,693,122,1513.3,0,2,2,0
Ron Low,1984-1985,NJD,26,23,2.73,0.897,-6.41,6,11,4,0,1,3.85,0.8640000000000001,627,542,85,1325.03,0,0,0,21
Corrado Micalef,1984-1985,DET,36,29,3.14,0.895,-12.66,5,19,7,0,0,4.42,0.862,984,848,136,1847.42,0,3,3,6
Ken Wregget,1984-1985,TOR,23,19,3.43,0.898,-7.62,2,15,3,0,0,4.83,0.865,753,651,102,1268.28,0,1,1,10
Bob Froese,1985-1986,PHI,51,47,1.77,0.944,43.84,31,10,3,0,5,2.55,0.909,1270,1154,116,2724.08,0,1,1,8
John Vanbiesbrouck,1985-1986,NYR,61,57,2.31,0.921,20.26,31,21,5,0,3,3.33,0.887,1623,1439,184,3320.28,0,3,3,16
Grant Fuhr,1985-1986,EDM,40,37,2.73,0.924,19.98,29,8,0,0,0,3.93,0.89,1295,1152,143,2183.47,0,3,3,0
Tom Barrasso,1985-1986,BUF,60,58,2.5,0.913,9.14,29,24,5,0,2,3.61,0.879,1773,1559,214,3553.62,0,4,4,28
Rejean Lemelin,1985-1986,CGY,60,58,2.84,0.905,-4.35,29,24,4,0,1,4.09,0.872,1785,1556,229,3361.92,0,5,5,10
Al Jensen,1985-1986,WSH,44,39,2.21,0.923,17.62,28,9,3,0,2,3.19,0.889,1165,1036,129,2430.0,0,1,1,4
Andy Moog,1985-1986,EDM,47,43,2.57,0.923,22.27,27,9,7,0,1,3.7,0.889,1480,1316,164,2657.57,0,2,2,8
Mike Liut,1985-1986,HFD,57,56,2.5,0.908,0.47,27,23,4,0,2,3.61,0.8740000000000001,1569,1372,197,3277.58,0,2,2,0
Clint Malarchuk,1985-1986,QUE,46,44,2.23,0.929,28.79,26,12,4,0,4,3.21,0.895,1357,1215,142,2655.35,0,3,3,21
Don Beaupre,1985-1986,MNS,52,49,2.48,0.926,30.57,25,20,6,0,1,3.57,0.892,1689,1507,182,3062.02,0,0,0,34
Patrick Roy,1985-1986,MTL,47,43,2.33,0.909,1.26,23,18,3,0,1,3.36,0.875,1186,1038,148,2643.63,0,3,3,4
Rick Wamsley,1985-1986,STL,42,42,2.39,0.928,26.41,22,16,3,0,1,3.44,0.894,1354,1210,144,2512.62,0,0,0,2
Pete Peeters,1985-1986,"BOS,WSH",42,42,2.4,0.909,1.11,22,15,4,0,1,3.46,0.875,1153,1009,144,2496.35,0,2,2,12
Roberto Romano,1985-1986,PIT,46,43,2.47,0.919,15.69,21,20,3,0,2,3.56,0.885,1388,1229,159,2676.22,0,1,1,4
Billy Smith,1985-1986,NYI,41,40,2.59,0.915,8.28,20,14,4,0,1,3.73,0.8809999999999999,1202,1059,143,2300.78,0,3,3,49
Murray Bannerman,1985-1986,CHI,48,46,3.12,0.902,-7.69,20,19,6,0,1,4.5,0.8690000000000001,1536,1335,201,2679.42,0,2,2,6
Kelly Hrudey,1985-1986,NYI,45,40,2.23,0.941,45.87,19,15,8,0,1,3.22,0.906,1453,1316,137,2556.23,0,3,3,14
Bob Sauve,1985-1986,CHI,38,33,2.75,0.92,13.78,19,13,2,0,0,3.96,0.8859999999999999,1206,1068,138,2090.0,0,1,1,27
Pat Riggin,1985-1986,"WSH,BOS",46,43,2.36,0.897,-11.06,19,14,9,0,1,3.41,0.8640000000000001,1104,954,150,2636.72,0,0,0,6
Richard Brodeur,1985-1986,VAN,64,63,2.83,0.894,-23.4,19,32,8,0,2,4.08,0.861,1721,1481,240,3530.07,0,2,2,16
Darren Jensen,1985-1986,PHI,29,23,2.56,0.917,6.77,15,9,1,0,2,3.69,0.883,753,665,88,1430.9,0,1,1,2
Greg Millen,1985-1986,STL,36,35,2.49,0.92,13.85,14,16,6,0,1,3.59,0.8859999999999999,1135,1006,129,2154.37,0,1,1,8
Doug Keans,1985-1986,BOS,30,30,2.54,0.896,-8.46,14,13,3,0,0,3.66,0.863,783,676,107,1754.1,0,1,1,12
Mario Gosselin,1985-1986,QUE,31,28,2.69,0.891,-12.46,14,14,1,0,2,3.88,0.858,783,672,111,1718.28,0,3,3,2
Bob Janecyk,1985-1986,LAK,38,37,3.25,0.888,-21.29,14,16,4,0,0,4.69,0.855,1118,956,162,2072.0,0,2,2,11
Gilles Meloche,1985-1986,PIT,34,34,2.5,0.915,6.6,13,15,5,0,0,3.6,0.8809999999999999,998,879,119,1981.45,0,1,1,2
Steve Weeks,1985-1986,HFD,27,24,2.67,0.896,-8.26,13,13,0,0,1,3.85,0.863,721,622,99,1542.33,0,1,1,9
Brian Hayward,1985-1986,WIN,52,46,3.33,0.875,-43.45,13,28,5,0,0,4.8,0.843,1379,1162,217,2713.37,0,2,2,25
Don Edwards,1985-1986,TOR,38,32,3.3,0.893,-15.78,12,23,0,0,0,4.76,0.86,1138,979,159,2003.73,0,0,0,4
Doug Soetaert,1985-1986,MTL,23,20,1.92,0.929,10.95,11,7,2,0,3,2.77,0.895,532,476,56,1213.02,0,0,0,6
Jon Casey,1985-1986,MNS,26,24,2.71,0.918,8.05,11,11,1,0,0,3.91,0.884,787,696,91,1396.68,0,0,0,6
Dan Bouchard,1985-1986,WIN,32,28,2.64,0.897,-7.7,11,14,2,0,2,3.8,0.8640000000000001,789,682,107,1690.22,0,1,1,38
Glenn Resch,1985-1986,"NJD,PHI",36,31,2.91,0.892,-14.3,11,22,0,0,0,4.19,0.8590000000000001,967,831,136,1948.07,0,0,0,14
Alain Chevrier,1985-1986,NJD,37,32,3.2,0.883,-23.31,11,18,2,0,0,4.62,0.85,951,808,143,1857.37,0,3,3,0
Greg Stefan,1985-1986,DET,37,37,3.13,0.889,-19.45,10,20,5,0,1,4.51,0.856,1077,922,155,2064.3,0,2,2,20
Ken Wregget,1985-1986,TOR,30,27,3.01,0.908,0.02,9,13,4,0,0,4.34,0.8740000000000001,898,785,113,1563.15,0,0,0,16
Roland Melanson,1985-1986,"MNS,LAK",28,26,2.95,0.898,-7.67,6,17,3,0,0,4.26,0.865,821,710,111,1561.75,0,1,1,8
Darren Eliot,1985-1986,LAK,27,23,3.41,0.881,-20.57,5,17,3,0,0,4.92,0.848,798,677,121,1474.77,0,1,1,4
Tim Bernhardt,1985-1986,TOR,23,21,3.53,0.886,-15.5,4,12,3,0,0,5.09,0.853,727,620,107,1260.23,0,1,1,0
Mark Laforest,1985-1986,DET,28,21,3.44,0.877,-21.24,4,21,0,0,1,4.96,0.845,737,623,114,1378.32,0,0,0,23
Ron Hextall,1986-1987,PHI,66,66,2.28,0.931,41.83,37,21,6,0,1,3.01,0.902,1929,1739,190,3791.6,0,6,6,89
Mike Liut,1986-1987,HFD,59,58,2.45,0.913,7.93,31,22,5,0,4,3.23,0.885,1622,1435,187,3469.1,0,2,2,4
Mike Vernon,1986-1987,CGY,55,51,2.74,0.911,5.72,30,22,1,0,1,3.62,0.883,1562,1380,182,3013.88,0,2,2,14
Andy Moog,1986-1987,EDM,46,41,2.67,0.909,2.02,28,11,3,0,0,3.52,0.8809999999999999,1215,1071,144,2457.33,0,2,2,8
Alain Chevrier,1986-1987,NJD,58,54,3.27,0.901,-11.88,24,26,2,0,0,4.32,0.873,1790,1563,227,3149.25,0,0,0,17
Patrick Roy,1986-1987,MTL,46,45,2.23,0.919,13.94,22,16,6,0,1,2.94,0.8909999999999999,1206,1075,131,2675.38,0,1,1,8
Grant Fuhr,1986-1987,EDM,44,39,2.6,0.909,0.97,22,13,3,0,0,3.44,0.8809999999999999,1148,1011,137,2387.22,0,2,2,6
Ken Wregget,1986-1987,TOR,56,51,3.01,0.903,-8.43,22,28,3,0,0,3.97,0.875,1594,1394,200,3025.58,0,4,4,20
Eldon Reddick,1986-1987,WIN,48,45,2.45,0.909,1.71,21,21,4,0,0,3.24,0.8809999999999999,1254,1105,149,2760.33,0,0,0,8
Kelly Hrudey,1986-1987,NYI,46,44,2.51,0.909,1.38,21,15,7,0,0,3.31,0.8809999999999999,1218,1073,145,2626.28,0,1,1,37
Bob Mason,1986-1987,WSH,45,44,2.46,0.918,12.5,20,18,5,0,0,3.25,0.89,1244,1107,137,2525.43,0,0,0,0
Greg Stefan,1986-1987,DET,43,42,2.62,0.903,-5.45,20,17,3,0,1,3.46,0.875,1078,943,135,2341.78,0,4,4,24
Richard Brodeur,1986-1987,VAN,53,50,2.73,0.9,-11.19,20,25,5,0,1,3.61,0.872,1388,1210,178,2961.78,0,0,0,2
Bob Sauve,1986-1987,CHI,46,41,2.73,0.922,20.91,19,19,5,0,1,3.6,0.894,1497,1338,159,2651.75,0,4,4,6
Brian Hayward,1986-1987,MTL,37,35,2.14,0.921,13.01,19,13,4,0,1,2.82,0.893,957,855,102,2171.95,0,2,2,2
Daniel Berthiaume,1986-1987,WIN,31,30,2.41,0.913,4.23,18,7,3,0,1,3.18,0.885,809,716,93,1755.45,0,0,0,2
Clint Malarchuk,1986-1987,QUE,54,52,2.57,0.912,6.59,18,26,9,0,1,3.4,0.884,1511,1336,175,3084.23,0,2,2,37
John Vanbiesbrouck,1986-1987,NYR,50,44,2.76,0.91,2.93,18,20,5,0,0,3.64,0.882,1364,1203,161,2650.58,0,1,1,18
Roland Melanson,1986-1987,LAK,46,46,2.8,0.909,2.3,18,21,6,0,1,3.7,0.8809999999999999,1417,1249,168,2727.08,0,6,6,22
Doug Keans,1986-1987,BOS,36,30,2.53,0.909,1.12,18,8,4,0,0,3.34,0.8809999999999999,908,800,108,1942.47,0,2,2,24
Bob Froese,1986-1987,"PHI,NYR",31,28,2.76,0.913,4.8,17,11,0,0,0,3.64,0.885,872,772,100,1649.08,0,2,2,56
Pete Peeters,1986-1987,WSH,37,31,2.44,0.913,4.53,17,11,4,0,0,3.22,0.885,928,821,107,1994.15,0,4,4,16
Rick Wamsley,1986-1987,STL,41,40,2.68,0.911,3.42,17,15,6,0,0,3.54,0.883,1210,1068,142,2404.13,0,0,0,10
Don Beaupre,1986-1987,MNS,47,46,3.03,0.907,-1.54,17,20,6,0,1,4.0,0.879,1435,1261,174,2612.45,0,0,0,16
Tom Barrasso,1986-1987,BUF,46,44,2.77,0.901,-7.66,17,23,2,0,2,3.66,0.873,1201,1049,152,2488.43,0,1,1,22
Bill Ranford,1986-1987,BOS,41,38,2.53,0.919,12.53,16,20,2,0,3,3.34,0.8909999999999999,1136,1012,124,2225.55,0,1,1,8
Rejean Lemelin,1986-1987,CGY,33,27,2.45,0.913,4.34,16,8,1,0,2,3.23,0.885,785,695,90,1670.17,0,0,0,20
Greg Millen,1986-1987,STL,42,40,2.68,0.901,-7.91,15,18,9,0,0,3.54,0.873,1149,1003,146,2477.57,0,2,2,12
Billy Smith,1986-1987,NYI,40,36,2.67,0.897,-11.34,14,18,5,0,1,3.53,0.8690000000000001,1004,872,132,2244.67,0,2,2,37
Kari Takko,1986-1987,MNS,38,31,2.62,0.915,8.03,13,18,4,0,0,3.46,0.887,1057,938,119,2066.08,0,0,0,14
Mario Gosselin,1986-1987,QUE,30,26,2.42,0.914,4.74,13,11,1,0,0,3.19,0.8859999999999999,755,669,86,1619.85,0,3,3,20
Gilles Meloche,1986-1987,PIT,43,39,2.6,0.908,0.6,13,19,7,0,0,3.44,0.88,1120,986,134,2334.33,0,1,1,20
Steve Weeks,1986-1987,HFD,25,22,2.59,0.901,-4.33,12,8,2,0,1,3.42,0.873,613,535,78,1367.48,0,0,0,0
Glen Hanlon,1986-1987,DET,36,28,2.42,0.921,13.06,11,16,5,0,1,3.2,0.893,974,870,104,1952.63,0,0,0,20
Pat Riggin,1986-1987,"BOS,PIT",27,27,2.55,0.908,0.25,11,11,4,0,0,3.37,0.88,701,617,84,1497.08,0,1,1,2
Jacques Cloutier,1986-1987,BUF,40,33,2.86,0.897,-11.37,11,19,5,0,0,3.78,0.8690000000000001,1037,901,136,2156.4,0,2,2,10
Allan Bester,1986-1987,TOR,36,29,2.79,0.917,8.74,10,14,3,0,2,3.68,0.889,988,878,110,1795.92,0,0,0,8
Roberto Romano,1986-1987,"PIT,BOS",26,24,2.83,0.904,-3.23,9,12,2,0,0,3.74,0.8759999999999999,747,654,93,1493.35,0,0,0,0
Murray Bannerman,1986-1987,CHI,39,37,3.14,0.901,-7.4,9,18,8,0,0,4.15,0.873,1120,978,142,2052.82,0,1,1,4
Frank Caprice,1986-1987,VAN,25,23,2.88,0.89,-11.08,8,11,2,0,0,3.81,0.863,640,552,88,1386.15,0,0,0,9
Darren Eliot,1986-1987,LAK,24,22,3.35,0.877,-20.44,8,13,2,0,1,4.43,0.85,687,584,103,1396.55,0,1,1,18
Grant Fuhr,1987-1988,EDM,75,73,2.55,0.909,2.1,40,24,9,0,4,3.43,0.8809999999999999,2061,1815,246,4301.17,0,8,8,16
Mike Vernon,1987-1988,CGY,64,60,2.63,0.905,-4.51,39,16,7,0,1,3.54,0.877,1707,1497,210,3561.4,0,7,7,47
Ron Hextall,1987-1988,PHI,62,61,2.61,0.913,10.61,30,22,7,0,0,3.51,0.885,1816,1608,208,3557.12,1,6,7,104
John Vanbiesbrouck,1987-1988,NYR,56,56,2.52,0.918,17.28,27,22,7,0,2,3.38,0.89,1697,1510,187,3315.0,0,5,5,46
Tom Barrasso,1987-1988,BUF,54,51,2.47,0.925,26.47,25,18,8,0,2,3.32,0.8959999999999999,1657,1484,173,3128.67,0,1,1,50
Mike Liut,1987-1988,HFD,60,58,2.37,0.912,7.65,25,28,5,0,2,3.18,0.884,1617,1430,187,3525.67,0,1,1,4
Rejean Lemelin,1987-1988,BOS,49,49,2.18,0.917,11.51,24,17,6,0,3,2.93,0.889,1242,1104,138,2821.55,0,0,0,2
Clint Malarchuk,1987-1988,WSH,54,47,2.35,0.913,7.07,24,20,4,0,4,3.16,0.885,1338,1184,154,2923.88,0,2,2,10
Patrick Roy,1987-1988,MTL,45,43,2.16,0.929,25.23,23,12,9,0,3,2.9,0.9,1248,1123,125,2582.53,0,2,2,14
Brian Hayward,1987-1988,MTL,39,37,2.13,0.925,17.11,22,10,4,0,2,2.86,0.8959999999999999,1031,924,107,2245.92,0,2,2,14
Kelly Hrudey,1987-1988,NYI,47,46,2.49,0.925,23.6,22,17,5,0,3,3.34,0.8959999999999999,1467,1314,153,2749.45,0,2,2,20
Glen Hanlon,1987-1988,DET,47,43,2.4,0.919,14.05,22,17,5,0,4,3.23,0.8909999999999999,1288,1147,141,2617.48,0,1,1,30
Daniel Berthiaume,1987-1988,WIN,56,50,2.62,0.91,3.25,22,19,7,0,2,3.52,0.882,1489,1313,176,3004.25,0,2,2,12
Greg Millen,1987-1988,STL,48,46,2.62,0.908,0.93,21,19,7,0,1,3.52,0.88,1395,1228,167,2846.42,0,0,0,4
Mario Gosselin,1987-1988,QUE,54,51,2.82,0.895,-18.18,20,28,4,0,2,3.79,0.867,1419,1230,189,2995.83,0,0,0,8
Alain Chevrier,1987-1988,NJD,45,38,2.81,0.895,-14.02,18,19,3,0,1,3.78,0.867,1113,965,148,2350.98,0,1,1,8
Greg Stefan,1987-1988,DET,33,31,2.31,0.925,14.75,17,9,5,0,1,3.11,0.8959999999999999,920,824,96,1851.93,0,1,1,36
Billy Smith,1987-1988,NYI,38,34,2.4,0.922,14.72,17,14,5,0,2,3.22,0.893,1061,948,113,2105.43,0,0,0,20
Darren Pang,1987-1988,CHI,45,40,2.86,0.919,17.21,17,23,1,0,0,3.84,0.8909999999999999,1497,1334,163,2546.95,0,6,6,2
Roland Melanson,1987-1988,LAK,47,42,3.25,0.888,-26.83,17,20,7,0,2,4.37,0.86,1397,1202,195,2674.55,0,0,0,16
Doug Keans,1987-1988,BOS,30,25,2.43,0.908,0.04,16,11,0,0,1,3.26,0.88,748,658,90,1657.5,0,2,2,2
Pete Peeters,1987-1988,WSH,35,33,2.08,0.927,15.89,14,12,5,0,2,2.79,0.898,863,775,88,1894.18,0,1,1,10
Rick Wamsley,1987-1988,"STL,CGY",33,33,2.55,0.915,6.84,14,16,1,0,2,3.43,0.887,954,846,108,1889.85,0,0,0,14
Bob Mason,1987-1988,CHI,41,40,3.1,0.91,2.75,13,18,8,0,0,4.16,0.882,1352,1192,160,2309.22,0,2,2,0
Ken Wregget,1987-1988,TOR,56,52,3.31,0.898,-16.27,12,35,4,0,2,4.45,0.87,1709,1487,222,2992.65,0,5,5,40
Glenn Healy,1987-1988,LAK,34,33,3.23,0.893,-14.5,12,18,1,0,1,4.34,0.865,1001,866,135,1864.7,0,2,2,6
Kirk McLean,1987-1988,VAN,41,40,2.81,0.903,-5.67,11,27,3,0,1,3.78,0.875,1174,1027,147,2334.28,0,2,2,8
Mario Brunetta,1987-1988,QUE,29,24,2.78,0.904,-2.59,10,12,1,0,0,3.73,0.8759999999999999,776,680,96,1542.62,0,0,0,16
Steve Weeks,1987-1988,"HFD,VAN",27,25,2.62,0.9,-5.1,10,10,4,0,0,3.52,0.872,672,586,86,1467.7,0,0,0,2
Don Beaupre,1987-1988,MNS,43,37,3.15,0.9,-9.8,10,22,3,0,0,4.23,0.872,1256,1095,161,2283.93,0,0,0,8
Bob Sauve,1987-1988,NJD,34,30,2.66,0.898,-8.17,10,16,3,0,0,3.57,0.87,821,714,107,1798.12,0,1,1,4
Frank Pietrangelo,1987-1988,PIT,21,20,2.97,0.894,-7.89,9,11,0,0,1,3.99,0.866,599,519,80,1202.78,0,2,2,2
Eldon Reddick,1987-1988,WIN,28,25,3.06,0.884,-16.41,9,13,3,0,0,4.11,0.857,711,609,102,1487.8,0,0,0,6
Allan Bester,1987-1988,TOR,30,24,2.84,0.912,3.69,8,12,5,0,2,3.81,0.884,878,776,102,1607.1,0,3,3,6
Bob Froese,1987-1988,NYR,25,23,2.63,0.906,-1.34,8,11,3,0,0,3.54,0.878,695,610,85,1440.15,0,1,1,6
Gilles Meloche,1987-1988,PIT,27,23,3.05,0.896,-8.33,8,9,5,0,0,4.1,0.868,720,625,95,1390.43,0,0,0,0
Kari Takko,1987-1988,MNS,37,32,3.33,0.894,-14.43,8,19,6,0,1,4.48,0.866,1068,925,143,1916.07,0,0,0,8
Doug Dadswell,1987-1988,CGY,25,18,3.26,0.885,-13.4,8,7,2,0,0,4.38,0.858,628,539,89,1218.43,0,2,2,2
Frank Caprice,1987-1988,VAN,22,20,3.12,0.889,-11.64,7,10,2,0,0,4.19,0.861,626,539,87,1246.22,0,0,0,6
Mike Vernon,1988-1989,CGY,52,47,1.98,0.926,22.71,37,6,5,0,0,2.66,0.897,1263,1133,130,2937.73,0,4,4,18
Patrick Roy,1988-1989,MTL,48,46,1.83,0.938,35.23,33,5,6,0,4,2.47,0.9079999999999999,1226,1113,113,2743.95,0,6,6,2
Ron Hextall,1988-1989,PHI,64,63,2.4,0.92,22.29,30,28,6,0,0,3.23,0.8909999999999999,1855,1653,202,3755.77,0,8,8,113
Kelly Hrudey,1988-1989,"NYI,LAK",66,63,2.72,0.911,4.68,28,28,5,0,1,3.66,0.882,1941,1711,230,3773.85,0,3,3,19
John Vanbiesbrouck,1988-1989,NYR,56,54,2.74,0.91,3.95,28,21,4,0,0,3.69,0.8809999999999999,1662,1465,197,3207.43,0,2,2,30
Glenn Healy,1988-1989,LAK,48,47,3.17,0.9,-10.4,25,19,2,0,0,4.27,0.872,1502,1310,192,2699.28,0,1,1,28
Grant Fuhr,1988-1989,EDM,59,56,2.85,0.904,-6.25,23,26,6,0,1,3.83,0.875,1710,1497,213,3340.57,0,1,1,6
Peter Sidorkiewicz,1988-1989,HFD,44,43,2.25,0.919,12.82,22,18,4,0,4,3.03,0.89,1206,1073,133,2634.55,0,3,3,0
Greg Millen,1988-1989,STL,52,51,2.51,0.908,0.24,22,20,7,0,6,3.38,0.879,1408,1238,170,3018.85,0,0,0,4
Sean Burke,1988-1989,NJD,62,61,2.85,0.901,-10.43,22,31,9,0,3,3.84,0.873,1816,1586,230,3589.87,0,3,3,54
Greg Stefan,1988-1989,DET,46,44,2.98,0.898,-11.51,21,17,3,0,0,4.01,0.87,1286,1119,167,2498.52,0,2,2,41
Alain Chevrier,1988-1989,"WIN,CHI",49,45,2.85,0.896,-14.03,21,19,4,0,1,3.83,0.868,1290,1120,170,2665.5,0,4,4,2
Kirk McLean,1988-1989,VAN,42,41,2.29,0.92,13.98,20,17,3,0,4,3.08,0.8909999999999999,1166,1039,127,2476.98,0,1,1,6
Pete Peeters,1988-1989,WSH,33,33,2.12,0.918,7.52,20,7,3,0,4,2.85,0.889,790,702,88,1853.95,0,1,1,8
Brian Hayward,1988-1989,MTL,36,34,2.15,0.916,6.85,20,13,3,0,1,2.9,0.887,892,791,101,2091.45,0,0,0,10
Tom Barrasso,1988-1989,"BUF,PIT",54,51,3.13,0.909,1.57,20,22,7,0,0,4.21,0.88,1725,1518,207,2951.5,0,8,8,70
Rejean Lemelin,1988-1989,BOS,40,40,2.24,0.916,7.92,19,15,6,0,0,3.01,0.887,1058,938,120,2392.45,0,1,1,6
Clint Malarchuk,1988-1989,"WSH,BUF",49,44,2.5,0.909,1.49,19,19,8,0,2,3.36,0.88,1286,1132,154,2753.42,0,1,1,18
Jon Casey,1988-1989,MNS,55,50,2.27,0.929,31.09,18,17,12,0,1,3.06,0.9,1506,1355,151,2960.6,0,1,1,10
Andy Moog,1988-1989,BOS,41,40,2.39,0.906,-2.54,18,14,8,0,1,3.22,0.877,1079,946,133,2481.95,0,1,1,6
Allan Bester,1988-1989,TOR,43,42,2.82,0.919,15.09,17,20,3,0,2,3.8,0.89,1415,1259,156,2460.35,0,2,2,2
Daren Puppa,1988-1989,BUF,37,35,2.5,0.918,9.07,17,10,6,0,1,3.37,0.889,960,853,107,1907.78,0,4,4,12
Rick Wamsley,1988-1989,CGY,35,33,2.2,0.91,1.12,17,11,4,0,2,2.96,0.8809999999999999,795,700,95,1926.9,0,1,1,8
Bill Ranford,1988-1989,EDM,29,24,2.6,0.906,-1.31,15,8,2,0,1,3.5,0.877,717,629,88,1509.15,0,0,0,2
Jacques Cloutier,1988-1989,BUF,36,28,2.7,0.902,-4.5,15,14,0,0,0,3.63,0.8740000000000001,856,748,108,1785.98,0,2,2,6
Glen Hanlon,1988-1989,DET,39,32,2.64,0.911,3.2,13,14,8,0,1,3.56,0.882,1052,928,124,2091.87,0,1,1,12
Mike Liut,1988-1989,HFD,35,34,3.16,0.889,-18.31,13,19,1,0,1,4.25,0.861,1023,881,142,2006.1,0,0,0,0
Steve Weeks,1988-1989,VAN,35,34,2.21,0.921,12.38,11,19,5,0,0,2.98,0.892,946,844,102,2056.12,0,0,0,4
Eldon Reddick,1988-1989,WIN,41,35,3.05,0.9,-7.49,11,17,7,0,0,4.1,0.872,1129,985,144,2108.87,0,1,1,6
Vincent Riendeau,1988-1989,STL,32,29,2.61,0.898,-7.4,11,15,5,0,0,3.52,0.87,832,724,108,1842.4,0,1,1,4
Mario Gosselin,1988-1989,QUE,39,32,3.16,0.896,-12.4,11,19,3,0,0,4.25,0.868,1105,959,146,2063.58,0,2,2,6
Ron Tugnutt,1988-1989,QUE,26,24,2.67,0.92,9.29,10,10,3,0,0,3.6,0.8909999999999999,755,673,82,1366.62,0,3,3,2
Darren Pang,1988-1989,CHI,35,29,3.25,0.897,-9.49,10,11,6,0,0,4.38,0.8690000000000001,914,794,120,1643.92,0,3,3,4
